"County","Election District","Election Precinct","Cong","Legs","Candidate Name","Party","Office Name","Office District","Winner","Write-In?","Early Voting Votes","Early Voting Votes Against","Election Day Votes","Election Day Votes Against","By Mail Votes","By Mail Votes Against","Prov. Votes","Prov. Votes Against","By Mail 2 Votes","By Mail 2 Votes Against","Total Votes","Total Votes Against"
"01","002","000","06","01C","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","2","","",""
"01","002","000","06","01C","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","3",""
"01","002","000","06","01C","Neil C. Parrott","REP","Representative in Congress","06","","","144","","189","","21","","4","","40","","398",""
"01","002","000","06","01C","David J. Trone","DEM","Representative in Congress","06","Y","","18","","18","","28","","5","","24","","93",""
"01","002","000","06","01C","George Gluck","GRN","Representative in Congress","06","","","1","","3","","1","","0","","3","","8",""
"01","002","000","06","01C","Jason Herrick","UNF","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","Other Write-Ins","BOT","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","002","000","06","01C","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","118","14","152","32","40","5","6","","51","6","367","57"
"01","002","000","06","01C","Kathryn Grill Graeff","BOT","Judge Special Appeals","03","Y","","112","17","145","35","42","4","6","","45","9","350","65"
"01","002","000","06","01C","Crystal M. Bender","NON","Board of Education     ","","Y","","74","","118","","28","","3","","35","","258",""
"01","002","000","06","01C","David A. Bohn","NON","Board of Education     ","","Y","","61","","86","","9","","1","","24","","181",""
"01","002","000","06","01C","Tammy Fraley","NON","Board of Education     ","","Y","","44","","69","","24","","2","","20","","159",""
"01","002","000","06","01C","Stephen M. Lewis","NON","Board of Education     ","","","","57","","67","","16","","3","","25","","168",""
"01","002","000","06","01C","Edward L. Root","NON","Board of Education     ","","","","56","","50","","15","","1","","21","","143",""
"01","002","000","06","01C","Linda M. Widmyer","NON","Board of Education     ","","","","55","","49","","25","","2","","20","","151",""
"01","002","000","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","0","","1","","0","","0","","0","","1",""
"01","003","000","06","01C","Donald J. Trump","REP","President - Vice Pres","","","","59","","341","","19","","11","","30","","460",""
"01","003","000","06","01C","Joe Biden","DEM","President - Vice Pres","","Y","","11","","29","","19","","4","","17","","80",""
"01","003","000","06","01C","Jo Jorgensen","LIB","President - Vice Pres","","","","0","","1","","0","","0","","1","","2",""
"01","003","000","06","01C","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","0","","2","","0","","0","","0","","2",""
"01","003","000","06","01C","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Neil C. Parrott","REP","Representative in Congress","06","","","53","","314","","17","","8","","27","","419",""
"01","003","000","06","01C","David J. Trone","DEM","Representative in Congress","06","Y","","13","","35","","18","","5","","18","","89",""
"01","003","000","06","01C","George Gluck","GRN","Representative in Congress","06","","","1","","3","","1","","0","","2","","7",""
"01","003","000","06","01C","Jason Herrick","UNF","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","003","000","06","01C","Other Write-Ins","BOT","Representative in Congress","06","","Y","0","","1","","0","","0","","0","","1",""
"01","003","000","06","01C","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","41","11","267","38","28","3","9","1","39","2","384","55"
"01","003","000","06","01C","Kathryn Grill Graeff","BOT","Judge Special Appeals","03","Y","","42","12","262","46","29","4","10","","40","2","383","64"
"01","003","000","06","01C","Crystal M. Bender","NON","Board of Education     ","","Y","","32","","205","","16","","5","","23","","281",""
"01","003","000","06","01C","David A. Bohn","NON","Board of Education     ","","Y","","35","","152","","12","","6","","13","","218",""
"01","003","000","06","01C","Tammy Fraley","NON","Board of Education     ","","Y","","10","","115","","15","","4","","17","","161",""
"01","003","000","06","01C","Stephen M. Lewis","NON","Board of Education     ","","","","29","","122","","14","","3","","12","","180",""
"01","003","000","06","01C","Edward L. Root","NON","Board of Education     ","","","","15","","80","","9","","3","","17","","124",""
"01","003","000","06","01C","Linda M. Widmyer","NON","Board of Education     ","","","","29","","121","","16","","5","","15","","186",""
"01","003","000","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","0","","1","","0","","0","","0","","1",""
"01","004","002","06","01C","Donald J. Trump","REP","President - Vice Pres","","","","90","","84","","13","","10","","13","","210",""
"01","004","002","06","01C","Joe Biden","DEM","President - Vice Pres","","Y","","23","","40","","24","","10","","36","","133",""
"01","004","002","06","01C","Jo Jorgensen","LIB","President - Vice Pres","","","","0","","2","","1","","1","","1","","5",""
"01","004","002","06","01C","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","0","","2","","0","","0","","2","","4",""
"01","004","002","06","01C","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","2","","0","","0","","0","","2",""
"01","004","002","06","01C","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Albert Raley","UNF","President - Vice Pres","","","Y","1","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","1",""
"01","004","002","06","01C","Neil C. Parrott","REP","Representative in Congress","06","","","86","","71","","8","","8","","15","","188",""
"01","004","002","06","01C","David J. Trone","DEM","Representative in Congress","06","Y","","25","","51","","26","","11","","31","","144",""
"01","004","002","06","01C","George Gluck","GRN","Representative in Congress","06","","","2","","4","","1","","0","","3","","10",""
"01","004","002","06","01C","Jason Herrick","UNF","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","Other Write-Ins","BOT","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","004","002","06","01C","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","88","14","100","18","25","3","12","2","40","6","265","43"
"01","004","002","06","01C","Kathryn Grill Graeff","BOT","Judge Special Appeals","03","Y","","88","11","93","24","27","2","10","4","37","9","255","50"
"01","004","002","06","01C","Crystal M. Bender","NON","Board of Education     ","","Y","","50","","50","","15","","6","","27","","148",""
"01","004","002","06","01C","David A. Bohn","NON","Board of Education     ","","Y","","33","","47","","6","","6","","13","","105",""
"01","004","002","06","01C","Tammy Fraley","NON","Board of Education     ","","Y","","49","","47","","24","","9","","25","","154",""
"01","004","002","06","01C","Stephen M. Lewis","NON","Board of Education     ","","","","42","","59","","12","","11","","11","","135",""
"01","004","002","06","01C","Edward L. Root","NON","Board of Education     ","","","","30","","32","","15","","6","","15","","98",""
"01","004","002","06","01C","Linda M. Widmyer","NON","Board of Education     ","","","","41","","34","","15","","2","","19","","111",""
"01","004","002","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","0","","1","","1","","3","","0","","5",""
"01","004","002","06","01C","Robin Hood Constitution","NON","Council - City of Cumberland","CU","","","21","","24","","6","","4","","6","","61",""
"01","004","002","06","01C","Eugene Thomas Frazier","NON","Council - City of Cumberland","CU","Y","","66","","74","","28","","12","","35","","215",""
"01","004","002","06","01C","Laurie Peskin Marchini","NON","Council - City of Cumberland","CU","Y","","54","","34","","22","","8","","26","","144",""
"01","004","002","06","01C","Sylvester Young, III","NON","Council - City of Cumberland","CU","","","24","","37","","5","","3","","7","","76",""
"01","004","003","06","01C","Donald J. Trump","REP","President - Vice Pres","","","","129","","150","","43","","13","","40","","375",""
"01","004","003","06","01C","Joe Biden","DEM","President - Vice Pres","","Y","","54","","71","","62","","10","","41","","238",""
"01","004","003","06","01C","Jo Jorgensen","LIB","President - Vice Pres","","","","2","","4","","0","","0","","0","","6",""
"01","004","003","06","01C","Howie Gresham Hawkins","GRN","President - Vice Pres","","","","1","","4","","0","","0","","3","","8",""
"01","004","003","06","01C","Jerome M. Segal","BAR","President - Vice Pres","","","","0","","1","","0","","0","","0","","1",""
"01","004","003","06","01C","Sharon Wallace","DEM","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Dennis Andrew Ball","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Barbara Bellar","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","President Boddie","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Mary Ruth Caro Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Brian Carroll","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Todd Cella","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Mark Charles","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Phil Collins","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Roque Rocky De La Fuente","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Ryan Ehrenreich","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Randall Foltyniewkz","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Tom Hoefling","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Shawn Howard","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Johnson Lee","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Susan B. Lochocki","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Brock Pierce","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Deborah Rouse","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Peter W. Sherrill","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Jade Simmons","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Kasey Wells","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Kanye West","OTH","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Gloria La Riva ","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Albert Raley","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Benjamin Schwalb","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Edward Shlikas","UNF","President - Vice Pres","","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Other Write-Ins","BOT","President - Vice Pres","","","Y","0","","2","","1","","0","","1","","4",""
"01","004","003","06","01C","Neil C. Parrott","REP","Representative in Congress","06","","","122","","146","","42","","10","","34","","354",""
"01","004","003","06","01C","David J. Trone","DEM","Representative in Congress","06","Y","","55","","74","","63","","11","","45","","248",""
"01","004","003","06","01C","George Gluck","GRN","Representative in Congress","06","","","5","","5","","2","","1","","1","","14",""
"01","004","003","06","01C","Jason Herrick","UNF","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","Other Write-Ins","BOT","Representative in Congress","06","","Y","0","","0","","0","","0","","0","","",""
"01","004","003","06","01C","E. Gregory Wells","BOT","Judge Special Appeals At Large","","Y","","134","26","168","34","76","6","13","2","52","11","443","79"
"01","004","003","06","01C","Kathryn Grill Graeff","BOT","Judge Special Appeals","03","Y","","134","27","170","31","72","8","14","1","53","10","443","77"
"01","004","003","06","01C","Crystal M. Bender","NON","Board of Education     ","","Y","","73","","95","","42","","7","","31","","248",""
"01","004","003","06","01C","David A. Bohn","NON","Board of Education     ","","Y","","70","","82","","34","","6","","25","","217",""
"01","004","003","06","01C","Tammy Fraley","NON","Board of Education     ","","Y","","73","","92","","45","","8","","34","","252",""
"01","004","003","06","01C","Stephen M. Lewis","NON","Board of Education     ","","","","71","","89","","33","","6","","29","","228",""
"01","004","003","06","01C","Edward L. Root","NON","Board of Education     ","","","","78","","77","","39","","6","","44","","244",""
"01","004","003","06","01C","Linda M. Widmyer","NON","Board of Education     ","","","","63","","66","","36","","5","","22","","192",""
"01","004","003","06","01C","Other Write-Ins","NON","Board of Education     ","","","Y","1","","1","","0","","0","","0","","2",""
"01","004","003","06","01C","Robin Hood Constitution","NON","Council - City of Cumberland","CU","","","24","","40","","13","","2","","10","","89",""
"01","004","003","06","01C","Eugene Thomas Frazier","NON","Council - City of Cumberland","CU","Y","","118","","148","","69","","12","","57","","404",""
"01","004","003","06","01C","Laurie Peskin Marchini","NON","Council - City of Cumberland","CU","Y","","76","","95","","58","","8","","46","","283",""
